PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
276469119,22045669,0,2022-03-27T19:56:00,"100 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,3001,3,5,-79.9905877515385,40.4155725063979
276471410,22045689,6,2022-03-27T20:30:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1011,,,,
276485530,22045752,0,2022-03-28T00:24:00,"1700 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.9280371189411,40.4378819347165
-3477284126,22042319,14,2022-03-22T06:57:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Mt. Oliver Boro,3,CRIM MISCHIEF,3304 Criminal Mischief.,4810,3,5,-79.9906009292209,40.4098987771292
275911123,22042345,0,2022-03-22T07:51:00,"7300 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,0292 Located Runaway - not Reported Missing,1303,9,2,-79.8964368454768,40.4529830140884
275918429,22042382,10,2022-03-18T15:05:00,"200 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.004883411232,40.4398315874464
275920135,22040295,27,2022-03-18T18:20:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-80.0009078039902,40.4508935599436
275932511,22042478,17,2022-03-22T12:00:00,Zone 2,N,,2,INVOLUNTARY DEV SEXUAL INTER,3123 Involuntary Deviate Sexual Intercourse. / 6301 Corruption of Minors.,,,,,
275966617,22042614,6,2022-03-22T13:46:00,"300 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.999884513708,40.4382482401399
275970296,22042603,6,2022-03-22T16:00:00,"3100 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1414,5,3,-79.9239628679158,40.4238572550296
275971467,22042672,99,2022-03-22T12:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,DRUG INVESTIGATION,9124 Drug Investigation,1403,8,3,-79.9233366419934,40.4414229997783
275991459,22042794,99,2022-03-22T21:33:00,"5800 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,705,8,2,-79.9305988054314,40.4560876403463
275996675,22042851,5,2022-03-22T23:50:00,"3300 Block Bethoven St Pittsburgh, PA 15219",Y,Polish Hill,2,BURGLARY,3502 Burglary.,605,7,6,-79.9638733326287,40.4570542980858
275997656,22042924,0,2022-03-23T03:31:00,"East St & Lareda St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.9988978157652,40.4624265007979
274900968,22035551,0,2022-03-10T13:05:00,"400 Block Olivet Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,,,,
274905952,22035507,23,2022-03-10T11:23:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9489 Found Property / 601.16 Public Urination And Defecation,1702,3,3,-79.976432641371,40.4303408118696
274931726,22035708,27,2022-03-10T16:10:00,"39th St & Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,603,7,2,-79.963755849419,40.4675764474985
274943660,22035721,5,2022-03-10T18:14:00,"400 Block Wabana St Pittsburgh, PA 15214",N,Perry North,1,BURGLARY,3502 Burglary.,2602,1,1,-80.0229718658702,40.4917987838752
274944077,22035773,10,2022-03-10T20:20:00,"600 Block Liberty  Ave Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-80.0016237646793,40.4417809547139
274945406,22035752,18,2022-03-10T19:27:00,"Middle St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5123 Contraband.,2304,1,1,-79.9991624082083,40.45376016685
274945983,22035771,0,2022-03-10T20:04:00,"Irvine St & Berwick St Pittsburgh, PA 15207",Y,Hazelwood,4,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3802(a)(1) DUI - General Impairment / 3736 Reckless Driving,1501,5,3,-79.9452747386295,40.4131671141843
274956014,22035889,27,2022-03-11T02:08:00,"8300 Block Vidette St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8785027346516,40.454147873931
276568459,22046116,11,2022-03-15T00:01:00,"2900 Block Leander St Pittsburgh, PA 15219",N,Bedford Dwellings,2,CREDIT CARDS,4106 Access Device Fraud,509,7,3,-79.9690282934379,40.4543532654165
276570556,22046055,6,2022-03-28T08:00:00,"4400 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,403,8,3,-79.9535826174592,40.4511859232577
276572971,22046152,11,2022-03-26T00:01:00,"1500 Block Obey Ave Pittsburgh, PA 15205",N,Crafton Heights,6,IDENTITY THEFT,4120 Identity Theft,2815,,,,
276576428,22046182,10,2022-03-28T20:51:00,"2900 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709 Harassment (Non-Specific),1609,,,,
276596707,22046294,0,2022-03-29T03:57:00,"Kirkpatrick St & Reed St Pittsburgh, PA 15219",N,Terrace Village,2,99,8106 Shots Fired / 607.03 Discharging Firearm or Airgun,510,6,3,-79.975056270112,40.4436750735633
276598930,22045730,14,2022-03-27T22:54:00,"7200 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.8937220743909,40.4669448658643
276672955,22046485,11,2022-03-29T12:54:00,"8800 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,THEFT BY DECEPTION,3922 Theft by Deception.,1306,,,,
276681518,22046548,13,2022-03-29T15:20:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",Y,Middle Hill,2,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor,501,6,3,-79.9806857398547,40.4470578842206
275056372,22036358,4,2022-03-11T21:20:00,"S Atlantic Ave & Harriet St Pittsburgh, PA 15224",N,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 8106 Shots Fired,806,7,2,-79.9392751593573,40.4596939467887
275056707,22036377,0,2022-03-11T22:13:00,"900 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,99,8106 Shots Fired,1806,2,5,-80.0228567519789,40.426952035298
-3537071166,22036618,11,2022-03-12T11:58:00,"3300 Block Dawson St Pittsburgh, PA 15213",N,South Oakland,4,IDENTITY THEFT,4120 Identity Theft,409,3,3,-79.9535008983914,40.4329762592371
275079142,22036644,10,2022-03-12T12:30:00,"100 Block Rhine Plz Pittsburgh, PA 15212",N,Spring Hill-City View,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2620,1,1,-79.992041845149,40.4653596489546
275083074,22036689,99,2022-03-12T14:30:00,"1900 Block Kearns Ave Pittsburgh, PA 15205",Y,Westwood,6,AIDED CASE,9497 Aided Case,2811,2,5,-80.0488548756069,40.4299992294721
-3218153056,22036690,27,2022-03-12T14:31:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",N,Duquesne Heights,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1911,2,5,-80.0199299522882,40.4258728267517
276423705,22045241,0,2022-03-26T22:59:00,"600 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1919,4,5,-80.0224888861346,40.3952287840366
276427050,22045343,6,2022-03-27T02:48:00,"400 Block Semple St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property.,406,3,3,-79.9549960756376,40.4369396794834
276428463,22045240,0,2022-03-26T22:48:00,"7200 Block Everton St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Child accidentally burned with cigarette,1202,9,2,-79.8926212916504,40.4629887350381
276432227,22045303,99,2022-03-27T01:33:00,"200 Block Reifert St Pittsburgh, PA 15210",Y,Knoxville,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA) / 9997 Overdose Death,3001,3,5,-79.9921143140098,40.4081378138273
276438415,22045405,5,2022-03-27T08:15:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1918,4,5,-80.0191898061447,40.3928794375987
276446035,22045474,27,2022-03-27T11:40:00,"1100 Block Hodgkiss St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2704,1,1,-80.0251881548773,40.4678141212046
276448187,22045495,6,2022-03-27T13:09:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.9974088316752,40.4415332222525
276456097,22043630,99,2022-03-21T13:50:00,"3100 Block Centre Ave Pittsburgh, PA 15219",N,Upper Hill,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,506,6,3,-79.9620209823228,40.4488429302504
276470848,22045695,29,2022-03-27T20:40:00,"400 Block Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,802,7,2,-79.9480896037284,40.4611113642934
276489481,22045760,21,2022-03-28T00:30:00,"Centre Ave & S Negley Ave Pittsburgh, PA 15232",Y,Shadyside,4,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment / 3354 Additional Parking Regulations.,709,8,2,-79.9340605671477,40.4572698639493
274845299,22035306,27,2022-03-10T00:09:00,"100 Block Wooster St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,,,,
274876599,22035446,29,2022-03-10T08:59:00,"1000 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2708,1,1,-80.0338790644292,40.4880682948161
274902078,22035487,99,2022-03-10T10:49:00,"1900 Block Kearns Ave Pittsburgh, PA 15220",N,Westwood,6,AIDED CASE,9497 Aided Case,2811,2,5,-80.0488548756069,40.4299992294721
274932443,22035709,6,2022-03-10T17:50:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.0002903704474,40.4405261905044
274944910,22035758,0,2022-03-10T19:41:00,"600 Block W Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1803,3,5,-79.9972070893429,40.4215599781998
-3413183940,22045929,27,2022-03-28T11:00:00,"700 Block S 21st St Pittsburgh, PA 15203",Y,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,,,,
276551227,22045869,5,2022-03-28T08:28:00,"600 Block Ridge Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,BURGLARY,3502 Burglary.,2701,,,,
276564751,22043025,26,2022-03-28T17:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.9931846836602,40.4350718181921
276034394,22043027,6,2022-03-23T08:45:00,"100 Block N  Sheridan Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2709 Harassment (Non-Specific),1113,9,2,-79.924107917319,40.4607563342413
276061524,22043099,29,2022-03-23T11:17:00,"400 Block Mountain Ave Pittsburgh, PA 15210",N,Mount Oliver,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1607,3,3,-79.9770683900245,40.4124762784479
276065864,22043151,27,2022-03-23T12:59:00,"Washington Pl & Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.991533571872,40.4404759670093
276088563,22043252,10,2022-03-23T15:52:00,"Smithfield St & Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-80.0010668233006,40.4365070702777
275026822,22036140,6,2022-03-11T14:30:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.0002903704474,40.4405261905044
275060593,22036439,10,2022-03-12T01:16:00,"3800 Block Forbes Ave Pittsburgh, PA 15213",Y,Central Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,405,3,3,-79.9567094950825,40.4415218239448
275060918,22036444,10,2022-03-12T01:45:00,"7000 Block Campania Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault.,1201,9,2,-79.8937518242321,40.4747859943616
276693637,22046648,0,2022-03-29T17:45:00,"5600 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1515,5,3,-79.9390660171278,40.4008034116569
276706941,22046749,10,2022-03-29T21:50:00,"3900 Block Coleman St Pittsburgh, PA 15207",N,Greenfield,4,SIMPLE ASSAULT,2701 Simple Assault.,1516,5,3,-79.942504346103,40.427221930344
276714876,22046840,0,2022-03-30T03:06:00,"900 Block Tropical Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1916,,,,
276758626,22046060,10,2022-03-28T15:29:00,"2000 Block Centre Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(4) Harassment Communicates Prohibited Acts / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,305,6,3,-79.9799824053927,40.4435889103074
275083827,22036716,99,2022-03-12T13:45:00,"Allegheny Sq E Pittsburgh, PA 15212",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2206,1,1,-80.0070235144175,40.4515019067093
275084680,22036711,0,2022-03-10T12:00:00,"20 Block Childs St Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): ,409,,,,
275087932,22036787,15,2022-03-12T19:05:00,"Essen St & Sunset Ave Pittsburgh, PA 15212",Y,Northview Heights,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements.,2609,1,1,-80.0005531077656,40.4733002216163
275089569,22036842,99,2022-03-12T20:45:00,"7100 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1302,9,2,-79.8975131476962,40.4613935568173
275096590,22036925,4,2022-03-12T23:41:00,"4600 Block Centre Ave Pittsburgh, PA 15213",Y,North Oakland,4,AGG-ASSAULT,"2702 Aggravated Assault. / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 5121 Escape. / 9501 Bench Warrant",507,6,3,-79.9519916893081,40.4519096523395
275098180,22036886,0,2022-03-12T22:09:00,"S 16th St & Roland St Pittsburgh, PA 15203",Y,South Side Flats,3,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",1702,3,3,-79.982839763162,40.4285489478918
275101043,22037015,27,2022-03-13T04:17:00,"8200 Block Nimick Pl Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,,,,
275110520,22037059,99,2022-03-13T07:57:00,"100 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,6,-80.0049627484362,40.4393411197874
276516861,22045800,21,2022-03-28T04:00:00,"Herron Ave & Dobson St Pittsburgh, PA 15219",Y,Polish Hill,2,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,605,7,6,-79.9641915915424,40.4583187111389
276526250,22045819,5,2022-03-28T05:49:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary.,1918,4,5,-80.0191898061447,40.3928794375987
276531611,22045923,6,2022-03-28T10:54:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,5,-79.9972070893429,40.4215599781998
276547895,22045955,0,2022-03-28T12:35:00,"3200 Block Lecky Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),2703,1,1,-80.0344226025769,40.4744448069305
276549812,22045819,5,2022-03-28T05:49:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1918,4,5,-80.0191898061447,40.3928794375987
276555556,22046036,99,2022-03-28T14:25:00,"Forbes Ave & Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-80.003985220208,40.441169675936
276569992,22039640,0,2022-03-17T17:52:00,"700 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): Magistrate Issue,1113,9,2,-79.9207220303821,40.4684653464108
274955868,22035404,99,2022-03-10T06:26:00,"600 Block Tokay St Pittsburgh, PA 15221",N,East Hills,5,DOG BITE,9492 Dog Bite,1306,,,,
275014493,22036051,10,2022-03-11T11:45:00,"4700 Block 5th Ave Pittsburgh, PA 15213",N,Squirrel Hill North,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1401,8,3,-79.9467482816678,40.446870777344
275029001,22036151,99,2022-03-11T00:01:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
275046421,22036355,11,2022-03-11T21:00:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",103,6,3,-79.9813236408135,40.4373720231649
275046762,22036356,99,2022-03-11T21:10:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,LOST PROPERTY,9504 Lost Property,507,8,3,-79.9497795440501,40.450131019421
275047939,22035912,27,2022-03-11T03:46:00,"5300 Block E Carson St Pittsburgh, PA 15207",N,Hays,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid / 3746 Immediate Notice of Accident to Police Department,3101,,,,
275060734,22036373,18,2022-03-11T21:56:00,"100 Block Liberty Tunl Pittsburgh, PA 15210",Y,Beltzhoover,3,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 3742.1 Accident Involv. Death/Inj. While not Licensed / 3736 Reckless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 1301 Registration and Certificate of Title Required.,1809,6,6,-79.9946158625346,40.4434190143884
276628884,22046349,14,2022-03-29T07:51:00,"W Burgess St & Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2614,6,1,-80.0098964853406,40.4675932498991
276655226,22040651,10,2022-03-19T09:44:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,East Hills,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,103,6,6,-79.9931846836602,40.4350718181921
276687619,22046519,0,2022-03-29T16:37:00,"1500 Block Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,99,9993 PFA Service with Weapons Supplement,1702,3,3,-79.9832577873949,40.4293292096731
274792602,22035105,0,2022-03-09T15:30:00,"4900 Block Gertrude St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): Child Custody Dispute,1515,5,3,-79.9426106154375,40.4102914998157
